User Name,Sex,Comments,Likes,Replies
奇珍怡宝-阿勒,男,特别需要的一门课程,0,
夏夜的银河系,男,那么我们之后在哪里能上到这样的课？,0,
贝尔bearchild,男,录课在哪发请一定告诉我谢谢,0,
星心猫,保密,期待,0,
睡也_,保密,太真实了，我上大学第一天就发现宿舍里的少爷洗衣机都不会用[辣眼睛],0,
汉东反腐先锋祁同伟,保密,可是，我想学的是谈恋爱啊,0,
鹤瘦,保密,支持,0,
方游-yu,女,老师学习通和知到不可以同步开网课吗,0,
Eileen_Ln,保密,啊啊啊啊啊啊老师 蹲网课！[抓狂],0,
__墨辞Moc,男,谢谢老师,0,
迅道,男,点了[胜利],0,
嗒先,女,好人啊！,0,
啦多迷蜜丶,男,这些需要实践的，别人做课也没什么问题，不过有些人什么都要别人跟你教有点离谱了,0,
Qing升,女,这才是教书育人[大哭][大哭],1,
梦溪璇_Moonshadow,女,从现在开始，你就是我的义父[大哭],0,
韵咪可,女,老师我需要！网课！呜呜呜呜,0,
Belle-林北辞,女,这门课真的非常需要！！！！,0,
请您早点睡,保密,做饭的基本逻辑就是少放调料，不要控制不住自己[笑哭],0,
阿执的蛋挞皮,男,社会生活经验还是得自己经历过 踩过坑了才能更好的学习成长起来,0,
鳗鱼粥eel,女,社会经验真的很重要，不想被打得太惨，提前看一下这些做个心理准备是不错的[doge]最后请珍惜已经有的，好好享受当下生活的一分一秒,0,
jinbo666,男,好！做实事！,0,
羊小杨yang_,女,支持老师！！！！[给心心][给心心]真的很需要！！！！老师辛苦啦[脱单doge],0,
泠空sky,保密,老师这真的很重要——[委屈][委屈]非常期待网课——,0,
西米郎,保密,有网课嘛，我真的很需要[大哭][大哭][大哭][大哭][大哭],0,
禾刀汆木只-nasi,保密,开个学习通小组吧,0,
无栘为子,保密,开网课非常需要[打call][打call],0,
mo呜,保密,老师你是真的懂大学生的[打call],0,
潮汐是海的深呼吸,保密,老师我也想听,0,
在养一条鱼鱼鱼,男,支持支持,0,
知许很贤,女,老师求网课[大哭],0,
凌-星阁,男,求求老师放个网课吧,0,
爱喝鸡尾酒的猫头鹰,保密,蹲蹲[保卫萝卜_哇],0,
百合立鹤群,保密,求上慕课[跪了][跪了][跪了],0,
晴天伤感hx,保密,三连了[给心心],0,
甜脆葡萄,保密,求录播课,1,
-橘子圆,保密,关注了，期待[保卫萝卜_哇],0,
暗影--之名,男,真的好，比水课实用,0,
松鼠与鹿0_0,男,我今年刚参加工作，我们倒不是五险一金，是五险二金，包括养老金和住房公积金都是才知道，现在在外面租房子都差点忘了住房公积金也是可以补贴房费的，期待老师的网课，感觉还有好多东西需要虚心学习，才能在这个社会上更好的立足[给心心],0,
竹竹竹秋秋秋,保密,老师！我真的很需要！直到现在还没搞清五险一金和医院流程[呆][呆][呆][呆][呆],0,
方的馒头头,保密,老师可以在慕课上线吗[大哭]求求了这么的很需要呜呜呜呜,0,
笛挽剑歌,女,大一新生表示真的很需要这种课[大哭],0,
阖門归木,保密,非常需要[大哭],0,
你当往白昼尽头,女,老师我求求你录网课吧我什么都会做的[保卫萝卜_哭哭],0,
奇鱼逗腐汤-,保密,上了大学发现自己好多东西不会，一个人在外面上学一步一步学着怎么弄的,0,
景君擒龙,保密,这下真得关注了，之前只看不关注，反正主页会刷，现在真得关注了,0,
阿槐----,女,等你！,0,
归时不见雨,女,呜呜求网课[大哭],0,
竹亦廾,保密,老师我想看[星星眼],0,
素面客卿,保密,务必把生活日常板块发出来，我很需要[笑哭][鸡腿][脱单doge],0,
次娅,女,老师开个网课吧[大哭][大哭],0,
世间不太平,保密,老师，求网课[大哭][大哭][大哭],1,
晏晏kuku学,女,太需要网课辣,1,
白人黑牙齿,男,最喜欢的网课要来了吗？,0,
Miaoooo_q,保密,我们之前srtp做了这个项目，结果老师觉得没有研究价值，没有其他小组做的高大上[大哭][大哭],0,
明月楼上月华君,男,支持！！！,0,
只只strawberry,女,好想看 网课可以吗,0,
全熟蛋统治世界,保密,老师请一定要整个网课！真的太需要了！,0,
疯人院伊号病人,女,关注了，牛马也很需要这门课,0,
京梵,男,感觉可以加如何寻求兴趣，如何主动进步这样的，感觉虽然学了那么多年，但我在大学那么散的时间，那么散的空间，有时真的很懒惰不想学习，也难得规划[口罩],0,
却言明日是花朝,保密,请老师务必出课！真的很需要TT,0,
瑜燕_,女,录一下，传上来呗，明年就要自己生活了，希望能学到一点[大哭],0,
Diane407,女,老师我需要这个网课🥺,0,
-邮差,保密,老师我真的想学,0,
眠花-暗水,保密,求录网课[大哭],0,
主教大人的帽子,保密,这是我第一次如此主动的想学习一门课,0,
Kdx1701,保密,真的非常需要！！[小电视_哭泣],0,
火心星,保密,非常想上这门课啊啊啊啊啊,0,
rua一把摩卡卡,男,老天，我很需要这门课@咕噜噜噜睡大觉Y_Y,0,
C_旻,保密,太棒了吧,0,
不错的雪碧,男,好使的课，我来上课了[大哭],0,
-糖纸哥哥,女,我要网课老师[打call][打call][打call][大哭][大哭][大哭],0,
sumseamer,保密,好需要[大哭],0,
墨长璃,保密,支持,0,
世界的一隅DT,男,爱了,0,
fxhhkkk,保密,非常需要如果我大一知道[大哭][大哭][大哭],0,
露有一只小兔子,保密,老师我这就关注！,0,
幸运的干脆面,女,！！！电灯维修，五险一金的基础知识也很需要,0,
癸見,保密,缴纳水电费 简单家具安装和修理 家中实用工具以及如何购买靠谱的 什么的,0,
SwieteniaR,保密,好！好课多来,0,
鱼儿最聪明,保密,能不能出一下 最基本的人情世故类，本社恐很需要,0,
蔷薇和光,保密,我也想看，怎么办[打call],0,
tyyyiop,男,直接关注了[脱单doge],0,
高中男生非男高中生,保密,跪求网课啊啊啊啊啊啊,0,
永远温暖的安小彤,保密,支持,0,
炫彩霸王龙七号机,保密,[点赞][点赞][点赞]很需要，谢谢您,0,
子染--,保密,啊啊啊，期待网课,0,
说不说都离谱感觉,保密,我也想上[大哭],0,
君玉君墨,保密,可以求个录课吗,0,
爱吃芹菜的中药羊,女,我也想看,0,
面条四块钱,保密,没看视频，标题先赞一个[OK],0,
泥垢了5321,男,想看网课,0,
叶繁灼珖,男,可以录一下发b战吗老师，孩子挺需要的[大哭],0,
嫖白阴阳师,保密,支持,0,
处梦_诺,保密,加油,0,
听到风吹动书页,保密,做饭和挑选瓜果[脱单doge]厨子老师到你专业了，真的不是现学的吗,0,
鹿鹿鹿鹿小鹿仙,女,老师，想看网课，b站就能看qaq,0,
我是小孩1234556,男,大学毕业3年了，到现在还在去适应社会的生活常识，这门课真的很需要,0,
怀瑜卧竹,保密,真的是非常需要，每次要强的我都是要花好长时间去了解步骤才敢出门[黑眼圈_金箍],0,
花园多惠哟,保密,想学！！,0,
诗疚,保密,求老师开个网课[大哭],0,
乙醇加强计划,女,好贴心！,0,
潔潔洁衣ヾ,女,非常需要！！！[tv_难过],0,
不想取名字哎,保密,开个慕课[委屈],0,
small路,保密,开个网课吧，老师,0,
饮早茶先啦,保密,能不能开个网课啊啊啊啊,0,
慕容萧雪,女,什么？那我关注一下，蹲个网课[脸红][脸红],1,
迷恋柠檬,女,能开个慕课或者甩个学习通直播码吗[妙啊],1,
小王不想洗头哇,女,在哪里看啊啊啊啊啊,0,
九月雾大,保密,已经入社会3年了 感觉还是需要,0,
迷鸽,保密,最想看的网课,0,
只鱼O_o,保密,泪目,0,
双鶴鳴,保密,急需网课[大哭][大哭][大哭]低烧后不能洗澡这种我舍友知道的事而我哈都不知道[大哭][大哭][大哭],0,
落泱泱今天也爱帮粿呆,女,老师，隔壁学校可以选吗，我马上回学校了🥺,0,
咆哮的猪头三,保密,我觉得这是家长的责任[捂脸] 我是城市独生子女，从来没住校，上大学的时候无缝衔接，自理没问题。我对自己的孩子也是自然而然言传身教，结果出去吃饭玩的时候碰到各种大学生假期工，有不知道发票是什么的，有不知道怎么端烫的食物的，我家小学生都很震惊,0,
-Oceanus-,保密,一键三连[OK],0,
小胜利胜,保密,支持老师，求求了，我想听,0,
姗珊删杉,女,我觉得说，这些生活常识只有实际需要的时候和体验过一遍才能更好的掌握，不然讲了一遍可能当个段子或跟书本内容一样一遍就过了，只留存下一个模糊的影响，当然，有个映像也好。但我觉得大学生更需要一个放松自我敢于询问学习和尝试的心态，很多离家远胆子小觉得未知的东西或别人都知道自己不知道会不会很奇怪 就不敢去问，发现错了就退缩觉得是自己的问题，这种自我否定的心态才是最需要学习改正的。有些东西不懂不是你的问题，敢于去问去查去学习才是能解决问题的关键。,0,
o御主o,男,老师，作为研究生也很需要啊，求求了，现在都不知道劳动法五险一金等等,0,
柑橘味气泡水儿,女,老师！求你发网课,0,
夜樱雪梅,女,@修菇ovo,0,
Qiubai-_-,保密,感谢你让我完成了心愿,0,
HeyHey________,保密,老师我也想看！,0,
wolovecyl,男,要网课！求求啦老师,0,
朝秦彻胸肌捏一把,女,老师开个慕课吧求你了,0,
若没蓝,保密,好哇好哇好哇！！！[大笑][大笑][大笑],0,
Greenwing18,保密,30岁超龄女大生也需要，求网课,0,
猫与女枪手,保密,很需要！！！！！,0,
吃米喝粥,女,想看想看老师快点录成视频播放一下,0,
是树枝啊,女,我也需要，虽然快毕业了,0,
镜子17,男,在哪开课呢，我毕业好多年了，我也想听[打call],0,
SSS_Sail,男,确实，从小不愁吃穿，满黑板的公式和文字，知道发烧了吃药，成绩差了恶补，唯独没有人教我友谊破裂，家庭不和睦，感情受挫，亲人离世，宠物生病，遇到创伤，被欺凌，抑郁焦虑，孤独，寂寞，压力大时该怎么办。,1,
还记得小可怜吗,保密,如果出，我每个视频都看，真的太重要了,0,
椒椒椒椒椒_,保密,是的我很需要！！,0,
VYY依,保密,太太太棒啦[给心心],0,
sxm0729,保密,啊啊啊啊啊啊啊啊谢谢老师🙏🙏我真的特别需要,0,
乐乐要上进,保密,支持！！！,0,
呢喃旧语,保密,这种课程真的很有必要，刚出社会啥都不懂，也还没有从学生身份转变过来，跌跌撞撞的，好多事情我都是已经要面对了，才上网搜怎么办，还好工作遇到的同事都很好，教了我很好，但是还是吃了不少亏。毕业一年了也还是懵懵懂懂，摸索着前行。,0,
EuroLeign,保密,自己都不了解不补充了 两个币投资一下[妙啊],0,
琬然Nancy,女,真的很需要！从南广出来之后就觉得自己一无是处，现在只能灰溜溜去读研，但对于自己未来到底何去何从依旧很迷茫， 自己该如何在这个社会上存活，应当做些什么也一头雾水（毕业两年有工作过 ，但是啥也不懂，老板不签合同、不交社保，到后来被网友科普才知道自己被老板坑了多少，然后好不容易辞职出来读研了,0,
世界和平--承蒙关照,保密,真的需要这门课！今天是第一次自己去医院看病，也不会用医保，自己慢慢琢磨，虽然会了但是好费时间呜呜呜,0,
一_向日葵,男,有用且三连,0,
秸梦秸,保密,老师老师录课录课！！很需要！！,0,
冰片龙井,保密,支持！很多人都需要这样一堂课[打call][打call][打call],0,
是狐萝卜鸭,男,这才是真正的青年大学习啊[大哭],0,
一萌千朝,男,我也想看！,0,
林间鼓寺,保密,毕业的学生也需要[tv_大哭],0,
团子沐,女,好棒,0,
某洛94ml_,保密,我上个星期陪我同学去医院看流感，我俩基本全程都是问下来的[笑哭],0,
枫韵紫涵_,保密,太期待了,0,
沈青冰,女,强烈支持！,0,
待秋随,保密,可以录播嘛,0,
蛮蛮河河,保密,支持支持,0,
矿泉水帽,保密,老师你真好～宣o(^▽^)o,0,
007影子鱼,保密,人在南京其他学校，能进老师学校听吗[大哭],0,
薯片最爱吃原味,保密,老师想看[大哭],0,
潇潇雨w歇,女,支持,0,
五点钟去天光墟,保密,太需要了 刚毕业一年上班了还住在家里 明年打算搬出去感觉会很手足无措,0,
Dear梦兰,保密,非常需要！！！今年大一新生，好多东西都没搞懂。一直在被老师家长说作为成年人要为自己负责，但根本不知道怎么负责[妙啊],0,
敬鸢_,女,老师开个网课吧，这对我真的很重要,0,
雾里崟月,女,好主意，支持厨子老师[打call][打call][打call],0,
小Lright,保密,三连了，求求开网课或者录播！！！[大哭][大哭][脱单doge][脱单doge][跪了][跪了],0,
快乐夏小瓜,女,求网课[打call],0,
zwkssr,保密,能不能发到b站来[打call],0,
70200991,女,网课网课！！！！！！想看！！！！！！！,0,
桐锅炒白糖,保密,想看网课！我要当课代表！,0,
白夜之賊,女,网课啊老师!,0,
烟花没了才跑去看,保密,支持支持支持支持支持[大哭],0,
小王子同学丫,保密,非常需要已经毕业一年了还是什么都不懂上周刚炸四瓶可乐[大哭],0,
吃箱子的人,保密,支持,0,
Hiyori_ver,女,求录播,0,
HisenIY,男,支持，太支持辣[打call],0,
木柒雨,女,网课网课[星星眼][星星眼][星星眼],0,
雪橙jun,保密,老师 请录[大哭]很需要[大哭],0,
帅帅帅阿狼,保密,老师 我也想上课！,0,
皠羽,保密,期待[黑眼圈_金箍],0,
-鲨鲨鲨鱼干-,女,需要[原神_哇][原神_哇],0,
氢氧化砷,女,谢谢老师。感觉您真的是一个非常优秀用心的老师！,0,
你嗦你想咋滴捏,保密,请问在哪里听网课？我带着我上小学的闺女一起听。,0,
琴溪_,女,老师你开个慕课吧orz我也很想学,0,
无泪yuki,保密,我很需要这个，求老师开个网课吧[大哭],0,
温柔的多瑙河,男,非常好啊，请求直接录成网课，我会点赞投币的,0,
小糖喵ouo,女,日常业务办理真的很需要[保卫萝卜_哭哭]在大学的时候弄银行卡社保卡真的走了很多弯路现在都还有很多不明白的,0,
萧萧悠沐,保密,求网课，,0,
劉曄,男,即将毕业的大四生，非常需要，现在只感觉对之后生活十分害怕[大哭][大哭],0,
微雨又晴,男,蹲个网课，真的很想听,0,
可爱の小芙芙,女,厨子老师求出网课[小电视_笑],0,
旧忆伤心,男,蹲一个视频网课,0,
长尾景喵Jinnya,男,支持，舍友考上研了，刚到地连着他的两个同学先被租房中介坑了几千[妙啊],0,
会忽然大笑,保密,智慧树可以吗哈哈哈哈,0,
沙土牌小瓜子,女,需要[打call],0,
嘿恰仙哦,保密,必须支持！,0,
正如一世安,保密,老师，开个网课吧[大哭],0,
KIM湛,男,高校老师真水呀。,0,
白菜有点圆,女,网课[保卫萝卜_哭哭]求求,0,
宅種啊啊啊,男,老师，开个网课吧[大哭],0,
黄金复合弓hkg,保密,还没更新吧，到时候出个专区,0,
ART灬魁,女,老师，我周围好多朋友都陆续找工作了，但是大家都不太清楚实习生的好多东西，今天有个朋友问我实习生要不要签合同可以看出大家真的很不清楚求职这方面的东西，希望老师可以讲讲[保卫萝卜_哇],0,
Kve猫小步,男,清澈且愚蠢的大学生很大程度上就是因为缺少了社会生活常识，厨子老师这课开得好啊！[星星眼],0,
夜砂星辰,保密,球网课，真的很需要˃̣̣̥⌓˂̣̣̥,0,
解放加沙,女,未曾谋面，已承师恩,0,
sl_そら,女,求网课,0,
庭星北岛,女,蹲个网课 真的有点需要,0,
图图不糊涂_DST,男,支持老师，想上网课[呲牙][呲牙][呲牙],0,
是伊莹,保密,我很需要这个[大哭],0,
摸鱼按F,保密,求网课老师[大哭]很需要,0,
-月亮的玫瑰-,女,开个学习通吧( ◢д◣),0,
琛jhs,保密,老师，直接直播上课吧，想听,0,
冰婧岚兰,保密,支持！,0,
颠沛流离失,保密,太需要了！,0,
桃桃甜茶茶,女,真的需要。,0,
眉目成舟_风月,女,求求求求网课呜呜呜呜呜呜呜呜呜呜,0,
枫凌野,女,蹲蹲课程，请好心人踢踢我[大哭],0,
吧啦比伯吭哧熊,保密,老师我也想上[星星眼][星星眼],0,
西门唠嗑,男,他温我哭[大哭],0,
西德cedar,保密,老师好好[大哭][大哭][大哭]录网课发出来的话我真的一节不落的听呜呜呜,1,
想吃冰激凌___,保密,真的需要这个,0,
落日燏轩,保密,网课[星星眼],0,
洛losdy,保密,等网课！！！,0,
我看不到555,保密,妈呀这个真的很好唉[大笑],0,
头发到处掉,女,哇靠我前两周还想着像这种公选课应该有这种类型的课才对[笑哭],0,
昨夜圆车忠实玩家,男,"我hin需要这门课！！！
[大哭]",0,
东皋野人,女,支持，蹲网课[打call][打call][打call],0,
七日观世,保密,老师真的好好哦[委屈],0,
Stefan-墨涵,保密,支持老师，老师啥时候直播啊,0,
星落慕華尘,保密,我现在就想听,0,
空明兮溯流光-,保密,想看想看！老师快更[星星眼],0,
晚安呐我朋友,保密,支持,0,
deswq,女,蹲网课[星星眼],0,
新的昵称6个币,男,我也在等,0,
皮卡丘不想长高啦,保密,太好了哇哇呜呜呜呜,0,
清月sky,男,简直是超人,0,
国国的小腿,保密,可以向宋浩老师一样，放一个摄像机，在后面录一下老师上课的内容发到阿b吗[打call][打call][打call],1,
非常规人生,保密,我也很需要[大哭][大哭][大哭][大哭],0,
吾愿与施同行,女,妈呀要是我们学校真有这些课就好了[大哭],0,
已未来,保密,在投简历，真的很迷茫。。。,0,
烛兮想要中咕咕的奖,女,求录播,0,
浮世绘清颜,保密,好，我要看网课[doge][打call],0,
-若见-,女,第一[星星眼],0,
iP-_-,保密,支持,0,
呈影ing,女,老师开个慕课吧🥺,0,
游远星,男,善！,0,
Shari的斯莱特林,保密,求老师开网课吧，付费都可以啊！,0,
羽村铃墨jwj,女,可以考虑开一下有关社畜的[OK],0,
三月独自流浪,保密,一定要开，我真的很需要[大哭],0,
爆豆三丝儿,保密,@小昱驾到_ 这个好~,0,
星阑sama,保密,确实很需要，出了社会啥也不懂[大哭],0,
Mia的universe,保密,厨子老师 网课网课,1,
网友小茵z,女,支持[打call][打call],0,
bili_89043832328,保密,深深共情了老师，宝藏老师，老师要一直更下去啊🙏🏻,0,
゚云间客,男,很需要,0,
破破应用,女,我真的很需要这个网课[大哭][大哭][大哭],1,
滴咚山杳,女,老师有网课吗[查理苏_真香][查理苏_真香],1,
hrjrsjsk,保密,老师可以搞录播吗！[大哭],0,
冥夜tian,保密,太需要了！,0,
タトバちゃん,保密,我都工作四年了还是很需要[笑哭],0,
何飞飞飞飞飞飞飞飞,女,非常支持[脱单doge],0,
昂藏丶,男,大四了，真的很需要[保佑][保佑],1,
爱吃小猫咪的颜野,男,关注了关注了,0,
被困南滨路,保密,关注一下 期待分享[星星眼],0,
十一十三十七七,保密,非常需要啊啊啊啊,1,
CookieRrrrabbit,女,已经从学校毕业一年了；；进入社会太迷茫了,1,
墨影虚无,男,这不点赞，真的说不过去了,0,
阿碱是酸酸本命,保密,蹲蹲网课！[大哭][大哭][大哭],0,
-不知道叫什么-QAQ,保密,至今不知道五险一金是什么[笑哭],0,
皇室女孩,女,U1S1不遇到具体事情，你真以为大学生会认真学。根本原因还是学校和社会的割裂,0,学不学是学生的事，教不教是老师的事，对一位同学有帮助让一位同学少吃一次亏少走一段弯路那也很有意义，如果能引起更多高校的重视那更有意义[爱心]
CA_Jessie曦,女,老师你能不能开个慕课[黑眼圈_金箍],1,
与主共赏故乡银月,保密,之前突然生病去看医生完全不知道怎么买药挂号，稀里糊涂吃完药知道能报销但是更懵了，挂号还有医生可以问，报销没人教，发炎画了好几百[大哭],1,
jjjustin6v6,女,上慕课！,0,
凑斗光hikaru,女,非常需要,0,
瞝祱禇䁼䘰,男,必须支持啊,0,
FRHTPL,女,开个慕课学习通吧老师[大笑],0,
Jannet敏,女,网课！！,0,
热爱语言的意大利面,保密,先马住，要是老是更新了请叫我🥺,0,
ming_zi_123,保密,啊啊啊啊啊啊真的需要,0,
花祤,保密,天哪，这才是大学该学的东西[大哭]，学校收着巨额学费照着课本念理论的课我受够了！,0,
bili_96296430119,男,顶🆙,0,
_贾利鹏,男,傅老师，我特别想知道这些内容的课时，挂号傅老师打算讲几课时？,0,
弯豆G,男,智齿！[给心心][给心心][给心心],1,
四月沙泉,保密,太需要了，太需要了！！！,0,
White_Xsky,保密,[吃瓜]最实用的一集,0,
这里是华华子哦,保密,有没有网课呀[大哭],0,
面包祭典,保密,哪个教室哪天啊老师，想蹭[奋斗],0,
c想的昵称都被注册了,保密,老师传到b站可以吗？我很需要,0,
思思爱吃番薯叶,保密,老师我真的太需要了[大哭][大哭][大哭][大哭][大哭][大哭],0,
青丘小音,男,日本小学课[笑哭][笑哭],0,
人活着总得当谁的狗吧,女,我真的真的很需要生活常识[坎公骑冠剑_无语]别的不说，我是真不知道生病该吃什么药,1,
何小姐点亮一瞬,保密,虽然我毕业了 但是我急需啊！,1,
哥子涂,保密,非常需要，求求了，麻烦录成网课吧。还有电脑扫盲[大哭][大哭][大哭]，真的需要[大哭][大哭][大哭]。求求老师赶紧出吧。我没有任何常识[大哭],0,
SeredDa,保密,我真的超级需要！！！,0,
the_loser_Arina,保密,需要网课..虽然我连大学生都不是[超天酱表情包_痴呆],0,
bili_48020070728,保密,老师有心了[OK][OK],0,
涣c,保密,厨子老师能不能开网课我也想看[大哭][大哭][大哭],0,
君子慎独一,保密,等老师上课！,0,
梁小慕唱咩啊,男,再来一个避雷导师呗[doge_金箍],1,
一口吃饭奶黄包,女,真的需要[大哭],1,
进击的慢羊羊,保密,老师，请上录屏！,0,
牢羊梅子煲,保密,想看网课老师[大哭][大哭][大哭][大哭][大哭],1,
请勇敢点别怂别社恐,保密,可以有网课吗？,0,
aglassof砂糖,保密,非常需要[大哭],0,
正义的小伙汁,保密,我很需要一份,0,
SouI相惜,女,老师能讲一下医保吗！真的不太清楚…,0,
机构濒临,保密,期待,0,
小岭bb哟,女,啊啊啊啊啊啊啊啊啊啊厨子老师你是我的神！！,0,
想吃好吃的烧烤,保密,我已经毕业了[大哭],0,
小凯文鸭,男,非常需要,0,
请别念我的名字-,保密,求直播,0,
Redemption-Dance,保密,非常需要,0,
报琼琚,保密,有录制课记得踢我,1,
123456wj681,男,蹲一波课程,0,
竹溪边,保密,求开网课啊啊啊[大哭][大哭][大哭],0,
゚理想国,女,需要，需要，十分需要！本大学生表示出门真的两眼一黑不知道该怎么做,0,
雕章镂句,保密,老师，这门课很需要在b站上架啊啊啊,1,
今天也是想休息的一天,女,想看！,0,
鴨仔_,保密,支持,0,
TSUGUMI_十契,女,社畜很需要[发疯小黄豆_打工人],0,
南征北战-不服就干,保密,求网课老师[给心心],0,
瑞瑞咕,保密,想看想看！,0,
Falco4043,保密,老师你是一个棒棒的老师[给心心][给心心][给心心],0,
冰糖山药蛋er,保密,2币奉上跪求网课[大哭],0,
吃奶茶泡饭,保密,办手续去政务中心，结果误入警察局了[尴尬]，我真的需要这个课程[尴尬],0,
ppppllllyyy,保密,非常需要,0,
笑了喔,保密,我也要[大哭][大哭][大哭],0,
那朵花丿,保密,支持,0,
彩泥湫,保密,太需要了,0,
Merutaruタルメル,保密,需要网课呜呜呜呜呜呜,0,
静苡罄,女,老师可以开慕课吗[大哭],0,
yoseann,保密,天呐，确实,0,
江火似流萤゙,男,老师，我要[喜欢][喜欢][喜欢],0,
不完整爱意_,保密,老师！！我是你失散多年的亲亲学生啊啊啊啊啊啊[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭],1,
那年1883,男,@迂磨二公子 哇塞，真有哩,0,
诶嘿系大锅,保密,课出了戳我,0,
靺夏,女,真的很需要！！！！！！！！[大哭][大哭][大哭][大哭][大哭],0,
阿糖owo,女,我是真的想知道啊啊啊[Cat2_Astromeawt!],0,
哈哈表示很欢愉,保密,"你说的很对，但我是职高。
所以我非常乐意和你在大学一起讨论独自的社会生活。
等我哦。[doge]",0,
Ha_ton,女,网课啊网课[大哭][给心心],0,
潮牌味的咖啡,男,我可太需要了,0,
于盛夏热吻_,保密,看我马上反手就是关注！爱死你了[抠鼻][脱单doge][脱单doge][脱单doge],0,
浪味13宇宙,女,老师在哪里可以看[害羞],0,
Eguchi-XD,保密,太好了我也要上,0,
天光澄寂,保密,救命 ，，我真的很需要上这个课[脱单doge][大哭],0,
樱花忆殇璃,保密,老师开网课吧！录屏也行！,0,
不是独自寻找未来,女,太需要了,0,
兰陵的双花,保密,拜托了！我真的很需要！网课快点出来吧[委屈][委屈],1,
神-奇--海-螺,保密,真的是家庭不一样差距不一样。我小学就会的生活技能，我到了大学发现很多同学就不会。因为小时候父母忙着工作，被迫很早就要生活自理[笑哭][笑哭][笑哭]而我的很多同学从小都是衣来伸手饭来张口的,0,
自由活着,保密,想看网课[给心心][给心心][给心心][给心心][给心心],1,
兮兮兮懒,保密,蹲一个[兔年][兔年][兔年],0,
暗黑喵七七,女,老师，有网课吗？[保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇],0,
古鱼非也,保密,网课！老师你最帅[酸了][酸了],0,
早餐吃花卷-,女,老师我也要[大哭],0,
一只鼠标标,女,想要！,0,
红雨qwq,保密,我真的需要网课我不开玩笑[大哭],0,
哈哈哈哈哈哈2134545,保密,我也需要,0,
余江浸月,女,老师我是你永远的狗呜呜呜呜,0,
319799,保密,哇靠，包给你三连的,0,
豆点阿万,保密,为什么我没遇上这么个老师,0,
挑剔食客,男,希望有机会能和厨子老师结婚,1,
bili_88324494834,保密,[微笑],0,
Crispy_莎莎,女,老师，还有兼职安全事项，我们班就很多兼职被骗钱的[黑眼圈_金箍],0,
YXX_______,保密,支持！！！,0,
汪汪汪orzzz,保密,在哪里能看啊,0,
浮生梦清悠-,女,这个很重要,0,
海棠清寂,女,想要网课,0,
缘_v_,男,这才是该开的课呀，现在学校的公选课纯纯是为了混学分的，感觉是真的一点用没有[微笑][微笑],0,
一片蓝冰,保密,啊啊啊啊啊可以录屏吗真的很需要[大哭][大哭][大哭],1,
玄祭空-,男,蹲蹲！,0,
尘墨蜂,保密,老师，我给你投币，我上网课好嘛[脱单doge][脱单doge],0,
不懂年下1的永别了,保密,开一下慕课呗老师,0,
易碎半,女,厨子老师您真是菩萨，没有你，我真怕自己死出租屋里,0,
要不还得是我呢,保密,开个慕课吧,0,
苍蓝恒星,男,什么是教育创新！[doge],0,
筱叶不是耶,女,蹲蹲蹲！,0,
吃好睡香学习好,保密,我就是啥也不会，服了[大哭],0,
Magiccccca,保密,想听各种医保社保规则之类的[藏狐],0,
爱杰宝的拖延,保密,我需要网课啊啊啊,0,
晨嘉曦明,男,老师开网课！,0,
你好我叫阿哈,男,生活技能课程,1,
白鹿castaly,保密,非常需要！！！！！！！,0,
百日灣,女,求网课上架😭😭😭,0,
-_-狛枝凪斗-_-,男,我要看！！！,0,
摘一个tt,保密,想要网课,0,
狗花ovo,保密,以前的我不屑一顾 现在的我逐字分析,0,
Cat_in_Black,保密,蹲一个网课[委屈][委屈],0,
哈希莫辉,保密,目测火[黑眼圈_金箍],0,
拾肆拾叁拾贰拾壹,保密,老师想要网课求求,0,
不落依米_小号,保密,这个赞必须得给你,0,
猫猫废料,女,非常需要！！！！！！！,0,
粘人面包358,保密,谢谢,0,
今晚为伊塔守夜,女,想上[星星眼],0,
由比滨结衣ちゃん,男,我嘞个豆，连安装Steam都有[doge],1,
时六酱,男,三连了,0,
楊肆,保密,求慕课,0,
箭雨来袭,保密,开优慕课吧老师,0,
刀我别用寿命论,保密,老师为什么不能是我的老师[保卫萝卜_哭哭],0,
崽崽羊名立万,男,建议上传B站或慕课,0,
哇酷酱,保密,有网课吗,0,
啊啊啊啊阿刁,女,我很需要,0,
榕轶,女,请上网课！！,0,
罗慕七,女,想听谈恋爱结婚生娃注意事项[呲牙],0,
Tiouo,男,[支持][支持][支持][支持][支持][支持][支持],0,
Bernice_M,女,等~,0,
令人头大的头头子,保密,想要网课,0,
花体打不出,保密,求求了，有网课踢我[脱单doge],0,
jfhdkhjf,保密,想要，没学过的我是真的不会[大哭],0,
冷啊冷啊冷,男,同求慕课,0,
木鸣66,保密,虽然但是，生活常识家长不交的吗？什么都要靠学校呢是吧[笑哭],0,
__boundless,保密,记得录录播,0,
渴心一直在,男,这个才是我想上的网课,0,
落木萧萧XL,保密,[给心心][给心心][给心心]请投喂我网课,0,
过去即历史,保密,说实话，我好像并不会洗澡，具体来说是搓灰啥的,1,
